,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Inaccurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
79,2008_CA-SRF-1123_HELL'S HALF_8,['28 misc. personnel are included under private overhead.  within the complex  incident priority is: priority 1-grouse fire  staffed; priority 2-half fire  staffing limited.. completed burnout in div a.  construction of line around slopover in div c proceeds.  ground recon of half fire continues  construction of hand line on east side  with minimal staffing. dangerous terrain  heavy fuels  heavy smoke  and availability of crews limited access to many areas.. steep terrain  heavy fuels  and poor visibility limit access for direct actack.  smoke contribution in the north coast air basin was and will continue to be substantial. limited overhead and crew availability  led to minimal staffing the half incident. plantation loss on 6/25 was again significant  with more expected. habitat loss for key fisheries and faunal species is expected.     concerns over the lack of available suppression crews type 1  heavy equipment  and aircraft limit options for any aggressive suppression strategies. continued inability to fill orders results in the fires potential to enter into residential areas  expected later this week.'],0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
80,2007_MT-SWS-000211_BLACK CAT_5,['a population protection plan has been developed for areas east and west of highway 93.  due to the fire progression and direction  ir flights are critical to obtaining current fire perimeter.  a community meeting will occur tonight in frenchtown.  ownership acres: mt dnrc (511)  plum creek timber (3654)  private (3736)  tribal (401)  usfs (3213).. the fire received light rain (up to one-fourth inch) today.  burnout operations were conducted along highway 93 in division e until rain curtailed operations.  the fire remains west of highway 93.  line construction along the northwest flank continued with good progress toward meeting the strategic plan to protect values at risk to the north and northwest.. despite up to one-fourth inch of rain  lower temperatures  and higher relative humidities  a critical threat to the town of evaro and highway 93 remains.  if fire crosses highway 93  93 to mile marker 10.  isolated homes have been evacuated along an eight-mile portion of mill creek. fire has entered evaro  a community of about 200 residences.  major power lines  communication towers  multiple jurisdictions  high public interest  a railroad trestle (estimated $20 million to replace)  and nws radar station (estimated $20 million to replace) are major concerns.  critical resources listed in block 27 are needed for a crucial mission lasting 3 days.  the objective of this mission is to continue to build line from highway 93 northwest utilizing open ridge firing and holding actions towards west facing slopes.  this would steer fire away from the community of evaro  and allow highway 93 to remain open.  morning inversions have delayed commencement of daily aircraft operations.  limited accessibility  steep slopes  dry fuels  and limited resources continue to complicate containment efforts  particularly on the north flank.'],1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
81,2010_KS-KSX-1363_GRANT_0,['all information provided by local fds ic  and compiled by kfs.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2010_OK-SEU-10-10192_FIRE CRACKER_2,['flashy fuels in a resadental area'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2008_CA-LPF-1778_GAP_13,['expect active burning late this afternoon in the elwood canyon area.. yesterday evening the fire passed under electrical transmission lines and caused a power outage in santa barbara  goleta and the surrounding area for a short period of time. fire activity increased yesterday evening between ellwood canyon and telecote canyon.. steep  rocky terrain up to 100% slopes. 30 - 50 year old brush. air tanker drops having problems penetrating heavy brush. difficulty obtaining resources due to other fires. difficulty establishing anchor points and look outs due to limited access roads on the north side of the fire. problem of ongoing power outages as a result of fire progression  with impact to entire santa barbara front country communities.'],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
84,2007_ID-EICI-007018_SAND DUNES_1,['fire was successfully controlled this evening.  fire will be monitored during heat of the day tomorrow.. controlled fire.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2012_CA-STF-002954_RAMSEY_18,['demobilization of excess crews continues. heavy demob of crews is expected as fire continues to cool. transition to the type 3 organization will be at 0600 hours 8/20/2012. a demobilization glide path continues as crews are released.  the incident was able to accommodate 40 trainees on this assignment  12 of which were qualified. final acreage for the ramsey incident was 1137 acres.. fire suppression repair of indirect dozer line on division a was completed today. weekend recreation use and the opening of bow hunting season produced heavy amounts of traffic on hwy 4  this traffic has halted chipping operation.  chipping will continue after the weekend.  heavy demobilization of excess crews and equipment will continue. three type 1 hand crews were released today.. pockets of heavy ground litter and duff continue to produce large amounts of smoke and contribute to persistent longevity of hot spots.  there is still a potential for roll out and re-burn of preheated fuels. yellow jacket stings continue to be an issue.'],0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2006_CA-BDU-007152_SPILLWAY_0,['the fire started on bdf buring 22 acres of fra and 3 acres of sra.  at 0800 hours the incident transitioned over to usfs bdf control both on scene and as the unified ordering point on order number bdf 6752.  all inital attack cdf resources were released at 0800 hours and remaining cdf dayshift resources will be released at 1800 hrs on 7/8/06.. road closure at hwy 173 & arrowhead lake rd. limited access due to steep terrain  rocks  and narrow ingress and egress.'],0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,2006_NM-SPA-000048_ISLETA_1,['final submitted to close out account... je  swcc'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2009_AK-SWS-904282_WINTER TRAIL_9,['the fire was declared controlled at 1200 6/26.  all line personnel demobed.  helicopter 230 was released.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2009_AK-SWS-904152_TONCLONUKNA CREEK_6,['crews continued to mop up in and around the village of telida.  chena ihc  nikolai t2 crew  and several single resources were demobed.. smoke impacting telida  native allotments and the old village of telida to the northeast under the right wind conditions.'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,2011_OR-DEF-0676_SHADOW LAKE_15,['planning for transfer of command to type 3 organization underway.. one type 1 helicopter released.. predicted weather continues the risk to improvements and values  private timberlands  resorts and campgrounds within the williamette national forest. smoke on area highways (us20/st126) and in the sisters and central oregon area.'],0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
91,2009_FL-FLS-2009-008_ORLANDO-VOLUSIA COMPLEX_0,['the florida type 2 blue team will assume command of the fire at 0800 on 5/12.. several evacuations are in place.. smoke impacts to highways  potential for more acreage and structures to burn.'],1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,2008_WA-WFS-813_SEEP LAKES FIRE_0,['grant co emd is opening an evacuation shelter at warden hs.. state mobilization authorized on 6/30 at 0130.five strike teams of engines are ordered. type 2 wa-dnr rotor is ordered.'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2011_AR-BUP-11041_FLATROCK_1,['transition to ict4 newman. continue to hold and monitor'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2010_ID-BOD-000494_BIG_0,['big  boise district blm. 5 miles nw of eagle  id. running  very active fire behavior. burning in grass. structures destroyed and threatened. aerial resources were essential to enable ground forces to get line around the fire.. voluntary evacuations of residences. two secondary road closures. dozer line almost completed around fire. aerial resources were significant in slowing the fire to enable equipment to make progress on the ground.. wui area  several structures damaged and numerous still threatened. started near big gulch off highway 16 and burned ne towards highway 55. running  very active fire behavior in heavy  tall grass. steep terrain and very sandy soil hindered containment efforts. communications and frequency issues with numerous fire departments and agencies. other fires in the area when this one started.'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,2011_OR-PRD--000324_SUTTON MOUNTAIN_3,['cell phone coverage is limited on this fire.. fire is looking good. containment is still at 10%.. challenge is to retain the value of the wilderness study area while protecting lives and private property to the northeast.'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2011_FL-FLS-2011-16-0486_GUM SLOUGH FIRE_0,['there are some areas that dont have lines around them because they are wet areas but the fire has put itself out in those spots.'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2010_WY-COX-01283_ORPHA_5,['estimated $2 million dollars lost in seismic equipment and cable  solar panels and fences  power poles and rangelands'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,2014_005564_JULY COMPLEX_14,['the complex consists of the whites  leef and rays incidents. the log fire is being managed in conjunction with the july complex and is the number one priority. the leef fire at 17 acres is 100% contained and in patrol status  the rays fire is 100% contained at 21 acres and in patrol status. the whites fire has .9 mi of contained line  and 7.1 mi of completed line. the amount of line to complete is 24.25 mi. estimated containment date 8/30 if critical resources are obtained.  forest closures:   the trails within the whites fire have been closed until the fire is fully suppressed. please see http://www.fs.usda.gov/alerts/klamath/alerts-notices for details.. last night  fire behavior was limited to slow rates of spread. low flame lengths and isolated single tree torching was observed. rolling material continues to help downhill spread on steep slopes. an evacuation advisory notice was issued at 1100 yesterday for idlewild  taylors lake  and robinson flat. a soft closure was placed on the sawyers bar rd between etna summit and whites gulch.'],1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
99,2012_NE-NES-120674_REGION 24 COMPLEX_6,['block 2: incident number is now ne-nes-120791.  block 5: incident includes the fairfield creek  wentworth  and hall fires.  block 21: keya paha  brown  and cherry counties.  block 43: committed resource numbers do not include 5 state of nebraska maintaners/blades  local firefighters from cherry  brown  of keya paha counties  or numerous mutual aid vfds.  state resources include helicopters  1 engine  and 1 water tender from the nebraska national guard.  block 25:  destroyed structures have not been confirmed and an assessment is underway.  acres by county: brown 26 892 acres; cherry 5 395 acres  and keya paha 40 118.  the closure of the niobrara river downstream of smith park falls state park is expected to be lifted tomorrow.. division o of the wentworth fire became active today  with rapid ros  group tree torching  crown runs  and medium range spotting.  indirect fire line constructed for a planned burnout operation on friday (7/26/2012) was breached due to this fire behavior.  crews continued to hold and improve constructed fire line on the fairfield creek and hall fires.  structure protection and assessments occurred on all divisions.. the weather  combined with high ercs (above the 97th percentile)are producing rapid rates of spread  extreme fire behavior  medium range spotting  and control issues on the wentworth fire.'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2008_CA-SQF-000967_CLOVER_18,['fire behavior assessment team monitoring fire behavior and effects. containing fire spread along southwest flank with handline and water drops.  presenting stage iii wfip to inyo and sequoia forest staffs in afternoon.. pacific crest trail is open  firefighters are assisting hikers through the fire area.  potential for smoke management concerns in kennedy meadow community. containing fire along southerly flanks with a presistent nw to west wind.'],0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
101,2009_AZ-A1S-090936_QUAIL_1,['down size number of personnel effective 08/16/2009 @15:00'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2008_CA-KNF-3393_KLAMATH THEATER_31,['dillon creek campground and 2 residences remain threatened due to increased fire intensity. priority for suppression activities remain with the dark three fires and threat to structures.  orca team will continue to assist making resources from the siskiyou complex available to the happy camp ranger district for initial attack.  all aviation resources will be shared with adjoining complexes.    total acres of complex-7 988  dark-three                        7 415 ac.  60%  jackass too                         252ac.    0%  headwaters                          321ac.    0%. dillion creek campground  dillion creek trail  roads 14n69  13n35  14n19  14n38 in the fire area are closed.  south end of dark-three is becoming secure.  actions continuing up east line with burnout as needed and prep is continuing up the west line as well as across trail system in the north.  7 days to complete line on outer large strategy that would encompass approximately 40 000 acres.. steep  inaccessible terrain  fires are well established and due to access  fuels and topography will have significant growth over an extended timeframe before containment/control can be achieved.  burnouts will be ongoing. loss of the few type 1 crews and lack of replacement crews  has changed our strategy to a larger indirect strategy.'],0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
